Tweet No,Tweet Text,Match,Polarity
2773,people have seen the kumbhmela as a target they did not see the multitude of people demanding the beheading of narsingh anand i bet unlike kumbh were we have to take a covid test and we were asked about our tests i do not think as one asked the jihadis for covid tests,No Match,neutral
2774,its wild that everyone is freaking out about the az vaccine causing blood clots 1 in 250000 chance and no one bats an eye at birth control having a one in a thousand risk of blood clots,"wild,freaking,risk",negative
2775,listen live join acting fda commissioner   director dr peter marks and cdc principal deputy director dr anne schuchat as they discuss the janssen covid19 vaccine you can access the stream here on youtube,No Match,neutral
2776,johnson amp johnson covid vaccine 68 million doses administered 6 women developed blood clots rate of blood clots among women who take birth control pills 1 out of every 1000 covid19 johnsonandjohnson vaccine,No Match,neutral
2777,short film the need to cancel board exam due to the covid situation it was difficult for us to step out and shoot with proper resources on top of that were not professional actors so dont mind the imperfection what matters is the message cancelboardexams2021 sonusood,"proper,top,difficult,imperfection",neutral
2778,also theres nothing inherently wrong with being hesitant to get a new vaccine and every caution taken and fear addressed is more reassuring to me and every person who simply dismisses fears makes more more hesitant,"wrong,hesitant,fear,fears",negative
2779,simply getting covid19 vaccines is like to train dogs your immune response to defense thieves virus in the yarddue to lack of knowledge of laboriginal sarscov2 amp short of experimental data the dogs are not welltrained but messed up sometimes,"like,virus,lack,messed",negative
2780,headlinesjohnson amp johnson covid vaccine to be paused after six women out of seven million people developed rare and severe blood clots  and one diedive gotta think you have to use it one persons death while regrettable  out of 7 million is a risk worth taking imo,"worth,severe,death,regrettable,risk",negative
2781,cancelboardexams2021lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreases,No Match,neutral
2782,are you guys getting the phiso vaccine or the marauda one,No Match,neutral
2783,good read from alberta political scientist  abpoli covidab,good,positive
2784,mozambique   signed a deal to install 112 mw of solarenergy and an 85 mw battery energystorage system for their balama graphite mineinterested in microgrids for remote mines in africa join the linkedin microgrid group,No Match,neutral
2785,request snowman  fridaylivestreami wanna see snow man and their big smilemy favorite is crazy fresh beatsnow man grandeur hello hello be proud,"favorite,fresh,grandeur,proud,crazy",positive
2786,just hearing that covid19 can cause blood clots can we press pause on covid19,No Match,neutral
2787,but does using oxygen tanks for covid help in combatting it  i need support articles from harvard to make sense of this request,"support,tanks",neutral
2788,good lord dude was cold blooded for that lmao,"good,cold",neutral
2789,also for all those cabinet ministers screeching politicising and  tweeting that there no vaccine shortage at all i offer my sympathies especially rail minister textile minister environment minister,"shortage,rail",negative
2790,will i get the vaccine no will i live my life the same way i have been for 28 years yup and thats the power of farming folks,No Match,neutral
2791,its quite frustrating to hear everyone blame vaccine shortage when there are numbers of non essential businesses and gatherings still going on,"frustrating,blame,shortage",negative
2792,data pulled from vaers query criteriastatectgroup byvaccine manufacturer age event category vaccine type state  territory,No Match,neutral
2793,i got the johnson amp johnson covid19 vaccine should i be concerned,concerned,negative
2794,people with covid19 at greater risk of dementia and stroke study claims,risk,negative
2795,iu health bloomington hospital neonatologist juan acosta md spoke with hola bloomington last week about the covid19 vaccinelisten to it online at,No Match,neutral
2796,after junta named cdm in healthcare as  genocide days ago they now have issued arrest warrants on 20 doctors including many high profile professors of countrys healthcare system who involved tirelessly in fighting covid19 pandemicresponse,genocide,negative
2797,current presidents administration tries to balance in a grownup and serious way speed care transparency and reassurance in an impressive vaccine rolloutformer president gives speech in which he reminds us hes a meanspirited bigoted liarbiden infinitely gt trump,"reassurance,impressive,trump",positive
2798,robert f kennedy jr warns dont take a covid19 vaccine under any circumstances,No Match,neutral
2799,banning the jampj vaccine because of a 1 in a million chance of a blood clot and closing a nuclear plant only to replace it with gas power is actually the same thing when you think about it,No Match,neutral
2800,oh thank god mr i dont get enough credit for pushing the fda to rush the vaccine is about to give his irrelevant input,"thank,enough,irrelevant",positive
